Vf,Width to Spacing,Thickness to Spacing
0.7705157606155016,0.9822305264296163,0.12669169522480156
0.5399148042299006,0.09437682325620339,0.8748643291573784
0.3161983997295157,0.0491615269803414,0.04053929764795949
0.886197117539782,0.6608409482826715,0.1395350373223182
0.5012883136412715,0.5970477890286005,0.12616456508520568
0.9259856857647663,0.6161277066231441,0.6033907522702591
0.3466231893873019,0.13298161217893392,0.5541359802028223
0.5541582889722666,0.936155803577211,0.5866466062133466
0.04964902435890432,0.5691717849705219,0.08851643771223444
0.5637407257229184,0.22838614155609846,0.03160522540548593
0.1978233528306042,0.7751365417540135,0.7043180895882376
0.17505977718557095,0.0912541415863179,0.4524721567433496
0.546134006085995,0.6523193268580607,0.76127726329705
0.8647168436428868,0.13373661799843511,0.1363255154456077
0.9453179859022359,0.8276003566906941,0.6130915636001901
0.9394417539850852,0.9933472063738595,0.9341031321359221
0.30698897807385855,0.8708302298802834,0.7023343391868553
0.7239094114400848,0.7551918779377972,0.8275731913779378
0.29400724347049834,0.05514223719729971,0.6125552782194266
0.47304048415528643,0.639692651306512,0.176613712992496
0.028581205480093297,0.15549958666397856,0.22773919098894418
0.9853469834706639,0.016129047403540944,0.5897271966646206
0.7781802005461246,0.7668391787861147,0.8104346829041115
0.5752219442472909,0.540353684003498,0.3208965404996206
0.6452378841215103,0.5452850048307332,0.8882221881039662
0.1408875825801308,0.17287296416597417,0.7915874788881542
0.6151902434474125,0.6590354035191475,0.42153340428661956
0.18797043220777068,0.9898571614832934,0.0792090964210176
0.420702988310997,0.582425823925319,0.2667462635429872
0.01912296382023829,0.6705120093971064,0.06170532026748853
0.27706468087554487,0.24943145010514267,0.5282476899164185
0.7467811582238802,0.6935882610155881,0.28369795693883226
0.617165814897223,0.4672077696732579,0.14860751094439614
0.6308213000141468,0.43833151914347085,0.2576546065842073
0.7633719726006576,0.4241219240433999,0.19653984138604216
0.4200255758519661,0.931015314487218,0.5808851669409654
0.20292899692492833,0.9336697696658657,0.09819458246906727
0.5952977190060343,0.7178341146579693,0.5358832195535373
0.9139457126480012,0.5313382233452837,0.8381285573363385
0.9912730272037332,0.5318574239624869,0.5021637315628283
0.7915692460329437,0.4473219785008825,0.5611098853865083
0.1289203064206048,0.794164837278457,0.475032269482755
0.40015418259819957,0.983101256623806,0.7610921570105516
0.19460405188228447,0.9406859187399245,0.774465264651462
0.0228302310246606,0.8547221422188489,0.27752806080507025
0.8036333689323304,0.7904624462704098,0.22161930437683275
0.6422243599309889,0.7634391131662924,0.8719776951673167
0.743026319582749,0.6943080038401002,0.727725732800811
0.647159079045774,0.885193231861214,0.5206895322139539
0.5228704629495613,0.043320952528561094,0.4617139655417036
0.16147491145133525,0.06204750439125806,0.04644205327552169
0.26797500893755594,0.8837321304598758,0.7075534264087621
0.7409566862114988,0.5346146884199777,0.5800880411027515
0.34258007487742237,0.6957216715106126,0.9766885243916877
0.03921482834371219,0.35395944390520884,0.3772094688080815
0.4695959193801689,0.928331643292629,0.6807555656230272
0.4948538593952217,0.023354596643904275,0.9165393984962573
0.994685921982302,0.2113940545036996,0.819872131057892
0.2294118028486967,0.6625581022496898,0.42923032171094994
0.6114636823740687,0.776236907038152,0.3189923904673322
0.5819041745236111,0.1276960619977891,0.5742532307532088
0.23794419897868024,0.13347114407995814,0.5228138713335134
0.4475336242488805,0.11824456920877634,0.40436131137542114
0.9721461803363061,0.680461294426873,0.29110682956235384
0.970255577550433,0.35410260404799404,0.041035678536420594
0.7178408243198319,0.8929648214839971,0.7658415570386051
0.1741003359028478,0.7080444731118665,0.7297877827365559
0.779851926577209,0.23441970247657773,0.004650636330456967
0.9324998390042726,0.9599549352372561,0.7563810911526615
0.7133025242258596,0.2568535044953477,0.3214881070343324
0.48295529562398115,0.8439707539462741,0.1988409384139098
0.43861648383154733,0.7469963886578005,0.26851386254058424
0.688249121563095,0.25267745569819106,0.06403033514221389
0.9709944027406485,0.6551275169803936,0.12688040994126337
0.1489359430752933,0.2437668164936557,0.4829859667637334
0.45156809926426844,0.37319179954268866,0.2599530752712861
0.3282112783399651,0.5539202703089221,0.7899081095451821
0.7749390537187563,0.05337259981015426,0.7411277611257594
0.38631594602866814,0.27839677728437184,0.48334512694380716
0.5557309903506321,0.9863291233749516,0.5006638879017277
0.6564389480246865,0.741840976720265,0.3370631008589805
0.43838673644798304,0.763260925131351,0.969265364236954
0.7987963016360741,0.5220477219242345,0.980272445826817
0.7863003658551655,0.7259394271591992,0.9088298836319917
0.8237485727171993,0.7070116409348771,0.02138416315147057
0.2255652300363265,0.6772534702234673,0.2389428948311945
0.9326186656309856,0.3505450557983598,0.9980207909187281
0.7951573298926672,0.16535182044311186,0.31267030644698085
0.7916384259748458,0.38672373197586646,0.7105159058148507
0.44660195701575806,0.871130598346501,0.016017398647571776
0.8444626026565941,0.3440923540653834,0.032771762007029616
0.6311768987172707,0.13331849685383115,0.039610257360318764
0.9096873315294581,0.18589928502843747,0.10796124135318019
0.5243667348124489,0.420844429037885,0.27089156486062627
0.4091126530583201,0.9606067194478197,0.918539229677685
0.9682382110108895,0.7082544848215654,0.12403930711567822
0.7587480573999714,0.1413871441804343,0.7062245750821682
0.05414065428422334,0.12757937123390825,0.2333676885706553
0.4335020951562509,0.9104483683581855,0.9587051205124403
0.9648581252872185,0.4441404520752856,0.805232454965813
0.6810339644453861,0.11600795557017393,0.0841726880722841
0.5937696231229527,0.6929273174877822,0.4220417290556468
0.8077716668155868,0.46460943122689935,0.6766101071557283
0.06664045073035088,0.8129862050528947,0.02049064001879295
0.27291252506179786,0.23658507453231506,0.19832052141165923
0.36451073931520395,0.9699799967924382,0.9294778656631738
0.5431158552444939,0.35842713990786534,0.200873028202768
0.7947471862046289,0.0004486748412048137,0.6641596878166264
0.8982194518376189,0.6435419961357476,0.40089288054990235
0.45017727004654795,0.2957276426751529,0.052805310758487586
0.7487912584699878,0.2758617579994457,0.49297789387116014
0.1380174944601709,0.22684520168215772,0.5430522495869452
0.9036050183032543,0.8657050404776631,0.5709055290317624
0.5739198871363838,0.4020685961344203,0.47728337739372606
0.16278202483165558,0.016281036612475517,0.10736185706288562
0.811241100291317,0.25110455539156257,0.30083558082865114
0.9885506230309274,0.2035504395160779,0.8367625605465312
0.6370563414656775,0.3899103957796432,0.5737754111835758
0.7868036674501913,0.31936826237382326,0.22216568650565088
0.7008763471431854,0.36276534068691013,0.20679313755806156
0.9806864582531893,0.5199723332827186,0.6659451981165335
0.9151630494874013,0.32355847215325795,0.6584515165738475
0.8501259495654777,0.9508530547558431,0.8682445008267222
0.6672584329060487,0.7911292560836902,0.11419594580276235
0.7184491060547823,0.9035183805977508,0.3702545449066876
0.7049714291159012,0.5833080490282238,0.3062926135807092
0.9264775945864038,0.7740394271603585,0.08319055739728612
0.6243238227580943,0.16739599161020668,0.03871509995352227
0.13725004305805957,0.14464809487263325,0.8242864897799613
0.3039527037438706,0.7776050599807856,0.9971988773063379
0.4036438824415671,0.8397955834849016,0.6208461610846407
0.5544018496674318,0.352583181413543,0.5297407441694824
0.034303291170544266,0.0982216435349916,0.8878211502856134
0.33479105967020706,0.8665647677872154,0.1689929705332142
0.8397302556506162,0.2399853590931557,0.029212644976729648
0.3936506439021042,0.36320633668439745,0.24661116678067702
0.455916450748611,0.44464502544947276,0.45000666896138863
0.45720003797942416,0.6459025785855794,0.34361912679851214
0.21138001332614756,0.3884444880400391,0.6421908583303785
0.42597102605465115,0.31896329526554373,0.2604744444665574
0.29780149091822705,0.8796710417053025,0.8666701829241596
0.021598210774397206,0.9441925893152784,0.7420818107892045
0.08743499769118498,0.7224910789545266,0.6224292593344785
0.2339521526860301,0.00847575293481017,0.9445482283569068
0.9044636038251117,0.8448166667301303,0.5902366229518023
0.6785887096273304,0.6358762953337413,0.43665621388351966
0.676393331620084,0.05163056241160068,0.33315665661118715
0.9665852056701986,0.9190585321356869,0.002726878063195585
0.36690785624430977,0.6741840171842631,0.8546393744573207
0.9129307886820407,0.056601710571451684,0.2864740091855793
0.33974699823224724,0.8545208225973965,0.9934138227170745
0.9038580880544943,0.8219722858613604,0.2803285916881051
0.809305457509806,0.34221814997283156,0.6195191357367642
0.08021333385315686,0.7514176635824299,0.5860046393452627
0.40606075271577663,0.572752477087602,0.48231505509703915
0.24908054468589366,0.22261626156363792,0.6835532328270525
0.920587713390701,0.42247354295578676,0.7807337251637364
0.537894710314358,0.4242593405162402,0.1256931634542574
0.027022341078264817,0.5496317213503548,0.5798470537148207
0.37323736286291764,0.8533550013875202,0.03992735639886703
0.029505415581241944,0.3306497764281144,0.9397908871231699
0.5933911103192158,0.146946238913042,0.665077108257063
0.011275541909753882,0.421756555668407,0.29606903873315343
0.5900655416628825,0.8167489876468981,0.6371209572606831
0.3553266500993551,0.5923807241097341,0.02735801621430773
0.4286737621468524,0.3573059530433724,0.3500427677798558
0.04699979871790003,0.9314089740750476,0.2546228336796828
0.10920947085188122,0.04617735317303876,0.873993749985034
0.10484085133502209,0.6103581354241007,0.40590766275136414
0.47337668065122196,0.8222457583413607,0.47690833977219677
0.8116557860350012,0.15191930699753659,0.20828902334272445
0.14463618668428932,0.6094281059142056,0.7967517184009362
0.426999022740073,0.9189516640879913,0.4107571016066838
0.8373858537025465,0.5747005480152061,0.7067368239927451
0.8467616208287676,0.08106746346504969,0.23530102101313718
0.34717775186395095,0.19668549757011217,0.25523075641876136
0.29673572122694314,0.9465079163826113,0.24336494137266515
0.7342405695928382,0.837192326667352,0.9307451641766036
0.9206863795238147,0.1818084381369184,0.7336139044803301
0.04421826955872985,0.8925480043384862,0.32917870329652327
0.9108403126281918,0.690229520817391,0.7685875178897379
0.33580905449879184,0.4051884682522253,0.4790028164091607
0.7888300564299632,0.3565367072752825,0.7926758797503732
0.8418358776102696,0.217759052425466,0.02773437289435821
0.6136046323423204,0.33647786245605077,0.33960030885257453
0.5609824226908713,0.8974061411456531,0.05022235591301517
0.14690624858175946,0.86370903100884,0.7181752254135403
0.8703517807719638,0.7446169122415401,0.33647922158466853
0.83503881704629,0.06181142940672866,0.1473757283031612
0.3536216458041787,0.37778292609374076,0.6069357912738612
0.44155441240833443,0.8718294900226482,0.35995414285805044
0.7120557067745322,0.7250879492727564,0.6432645930010552
0.15321389054552087,0.2067358159958598,0.00554202840391888
0.5827566500521127,0.49244150236695455,0.01993003450801177
0.14861637564045535,0.8326287438668367,0.6109843866573416
0.516538824433164,0.7644711602730137,0.3043561399057972
0.4988270882755384,0.044737690803544596,0.8609606797313624
0.7776496671952627,0.27684704519202363,0.4648437784382188
0.6180627333195711,0.29446045587914715,0.23971143993415492
0.43162960490988234,0.22830697076974812,0.5647067180772795
0.8757435773747041,0.8193797478666934,0.48993209806431787
0.21067331825532135,0.17040334305482072,0.08864250353129399
0.843453668555894,0.41251167229189845,0.03197624048221092
0.4325755892790323,0.40063890268302893,0.9552963902446523
0.32038740087081247,0.4627925065506073,0.07037401714172421
0.25535370257684,0.30548907872530195,0.5940719634576824
0.37271369152229245,0.6780113665164801,0.7165977665367688
0.9880172178240832,0.3272659689377799,0.89342227053357
0.9185817740184868,0.5568992391356472,0.2592522474270951
0.15978044259633215,0.4904148133213517,0.055226124914052176
0.013450705106724093,0.18128436728560138,0.44783724564290883
0.6075937135972563,0.5435025710075684,0.25596450197777465
0.6394458626730748,0.07163719230135537,0.9994939152652533
0.6459363993495943,0.0019524219838795637,0.19748239494169903
0.2623099862869647,0.7453881135463474,0.08761276298964119
0.8013321170222617,0.3219676928030025,0.3108585702209105
0.3138306085955654,0.3066336380308744,0.366340430053745
0.919427605098376,0.8693697209521535,0.6593915412313185
0.5877405829395137,0.9055781392864158,0.8780347499222861
0.813296367477171,0.3786354429110307,0.3060586027337171
0.29852399949494335,0.6137582942574279,0.1181386098903896
0.7017054063195266,0.5681246350813021,0.40369507849017516
0.8279459073814476,0.3389965800291233,0.17890792666621144
0.31285476162739023,0.5441835723653583,0.5250358889701696
0.8317900221769103,0.771609412331377,0.5225398992203028
0.9904937661930429,0.5067382258254681,0.041517146380052244
0.09110774735054511,0.9667059210385737,0.8198910884200554
0.9729528410047618,0.3157671685630606,0.8922140426847084
0.36734679964078215,0.829209028597109,0.250476469794556
0.5005815537473578,0.08625680367253721,0.23479475062832483
0.5081059808979819,0.2151064529666237,0.6789242344650799
0.2034120431717834,0.09105084271643418,0.9275969448054213
0.8474939846476545,0.919804995204613,0.8497427808708039
0.0940884241037353,0.6968839573789327,0.2411234256604688
0.20650553649328995,0.2016622618503357,0.5203558147580881
0.04342459991870612,0.4540562837856081,0.18708018302272603
0.4396403009777233,0.4986867157967023,0.794816257889007
0.25753924153335644,0.22432048801857288,0.37750779728050876
0.31231136749903776,0.08861558385227473,0.3020788192948268
0.9441745594670309,0.7389093833645395,0.5493823077286141
0.8457839558020688,0.8227236833434695,0.11611465829447389
0.6788891669727821,0.2693691389661162,0.363955120738462
0.0003287114458250131,0.0831168297201144,0.6760535174478881
0.5775716958458873,0.5240360420252841,0.7255425966756942
0.7000455273886579,0.4174470039159645,0.6710325157304868
0.5844845110929083,0.630839182229842,0.674448800352356
0.9121385955699681,0.17133766412936977,0.3871569341653139
0.04210918827338113,0.30407365613006826,0.7517389889360573
0.35695833076792316,0.6056121761413068,0.8756193591129111
0.18308014661831526,0.7984317615815527,0.16003130914854183
0.2176683346023607,0.29247600274834984,0.28912333389517314
0.0602784793665137,0.2162320223646749,0.715323266177
0.1734576907783915,0.11556643123425046,0.35139726791137454
0.20022803727348665,0.21810554019119516,0.7289045210733315
0.5582008817732302,0.9773684341226131,0.2041825196311792
0.5096644687913858,0.4435246496996285,0.46818370635574663
0.3784448371926632,0.8908307603421638,0.2645812268589336
0.7054834930881856,0.23822095119765,0.9644888259518184
0.35075494546542496,0.06470546644041233,0.27405947058502855
0.7685946359603352,0.6826833466126704,0.9337885212277711
0.7481570620223159,0.8808032577299905,0.20661022148841118
0.6491621789391764,0.8500358139978195,0.6334285487673953
0.7326079894817699,0.2539373450447532,0.8572642085677488
0.6630413428105854,0.9659735292276109,0.5274800714011612
0.3845339335346767,0.45281838230062504,0.8408879812071965
0.6595476765824224,0.774821305298542,0.1019433394607235
0.002233782594717258,0.161834613790973,0.8813434645584941
0.5800530860114347,0.17635860636860676,0.01770882916310131
0.038956896470153414,0.8741116350014809,0.4950828893935707
0.41237943391823195,0.2266799404705355,0.6534726372151459
0.6586324797434082,0.05724010893340059,0.884369284099063
0.036791393100301356,0.972197502203496,0.5185555594421571
0.8150501650146487,0.6728628712815035,0.12770156199778684
0.47628822352323213,0.9664354827957358,0.32513236604780255
0.8588275188575438,0.45359170523231956,0.15840666331174225
0.19153658055243228,0.8971980935598458,0.924218740740046
0.5387216783879551,0.7829081490048122,0.6982462414999645
0.37336216561130775,0.5294171950123416,0.2167538014659394
0.4959638485564694,0.15270370164108593,0.8405607966156833
0.676664342680657,0.35595100100310273,0.5188943790655653
0.34886343605229525,0.5616177781802411,0.8749844055492387
0.7073617198074549,0.8309885923310265,0.6630740054685079
0.27638963474932055,0.026296065304811107,0.13007091914002475
0.299344076592409,0.6918389809265175,0.9024572864136864
0.7114135723262102,0.6569797208934149,0.735559521071858
0.39175341823422494,0.4002264968492191,0.76340509667854
0.9233702088725327,0.36096661452410267,0.2377625286194276
0.06039742913699241,0.7479072780880103,0.35286903555596494
0.433733020697134,0.8802348394071994,0.4759565878823772
0.7008710578340628,0.25138490085082804,0.9721613245195324
0.6263378202328336,0.05250652403702228,0.31303479343469376
0.21091899552950352,0.758150731150427,0.8677367464041614
0.802128878436274,0.380770192430687,0.8656983226694157
0.04337063820865052,0.4803959833442678,0.34696655056442594
0.8883490641927122,0.5681527852663207,0.43788044348103866
0.09921983009981392,0.11493106453419849,0.027983692168455705
0.2508204303280522,0.5693789654936243,0.6527614706363398
0.13373237842286784,0.6854958030882276,0.23432516692279412
0.734016240890577,0.71840082114642,0.012644890518533798
0.46426830061608937,0.16229129766636766,0.13912434322518544
0.9924565486476266,0.5508066659584647,0.34007992941800813
0.0449662284676033,0.8153757477669601,0.2677844581919487
0.02510929468769387,0.8315201081210927,0.8460288211969297
0.19495667921753346,0.010231089293798267,0.4785353639645954
0.11281594920740648,0.4573251846141227,0.5640314025017381
0.640048724443195,0.18466043007328722,0.6683156819747856
0.2115077770845223,0.6490634082447553,0.9873031997787761
0.08144001218075272,0.5522883219760917,0.11429832334573557
0.9411348661552814,0.46173517707015127,0.2648497552164673
0.21885374669235882,0.23543565045172027,0.6947041771601682
0.39723112189718074,0.2405468211880092,0.5877112334169327
0.23470108539096185,0.5906441696224289,0.982068145743644
0.6871014113308572,0.28318373996072477,0.5240242066546642
0.6945963774089204,0.15852818833507434,0.883083495903843
0.1203405264802118,0.03341954420937903,0.5544178597739564
0.33292163569307903,0.194228158008932,0.15432924341844778
0.21573772702509297,0.6876652776015707,0.07226978219592642
0.817905443873973,0.22369422920257725,0.876707358751921
0.1197336968668316,0.09917741341822213,0.2884481315470844
0.4821801217539379,0.6010155237508302,0.6824968906855328
0.932198724665702,0.12518216396160656,0.10854206417962896
0.5295179835834555,0.11079468347431548,0.5464236042348938
0.6010604940729604,0.859191237359961,0.9709446918960275
0.3650778304066296,0.06158431394971275,0.7167699877112406
0.4126892607962111,0.7280573975363231,0.6419015737108174
0.18758443012511977,0.5215962257813289,0.5669394435657356
0.04196015280013889,0.326697831554178,0.9516601144610417
0.17414911193088192,0.9073239801889543,0.28767791816683
0.9155914460983037,0.5708401810776882,0.25760795190881364
0.07792675956977056,0.7291835977535334,0.1573751729781723
0.09740419825686238,0.5374555234254839,0.2195187299336435
0.8763047540756768,0.8102510915587999,0.5217273749526167
0.858691130740697,0.45207792623590876,0.2253744987925516
0.1171298215841561,0.6848256271018165,0.439207135925468
0.5206639816629315,0.6549771405587521,0.5987443158679547
0.8166830798831711,0.22355041748834747,0.5099908818814374
0.07807545305110275,0.9303709638904964,0.30465497493004107
0.33449048917673446,0.1401835272601567,0.6670133213024902
0.3314619583146206,0.3414888857908351,0.4771518666922262
0.5704855991661604,0.9910484622490009,0.5812839874306793
0.8256124200611862,0.6729103095482296,0.17489341153289423
0.2687930918732736,0.2859335639571086,0.46989034717402417
0.7432510753154064,0.35779224644769014,0.5484180782338784
0.3562809032449364,0.5284847438035707,0.08035687183188978
0.007147511458421188,0.16415001014386615,0.10327322439736675
0.8527582238675826,0.2649601458367763,0.7643713003649246
0.8986902655874013,0.9984610156947654,0.3465719199146795
0.7508545459626331,0.029096845931978234,0.38056894875121206
0.8998085796989099,0.8583797366573307,0.1524765457172994
0.638306043957042,0.5865659854076468,0.5863050535543021
0.7722118006744734,0.21246332916438904,0.8146063442235871
0.16814362438127253,0.8568691039538803,0.17360101923809487
0.11518389297669138,0.24222424905889628,0.925847493448227
0.3070120947023059,0.2727733000992743,0.7153788313018572
0.5519833252986435,0.08720400373247654,0.013701996549886223
0.10092567504607862,0.7540775645616036,0.7295278468919937
0.557650205673477,0.4008669024725408,0.43141360673973805
0.4728745936374092,0.18566132646936132,0.7227721811432533
0.15018460333448044,0.44985982377554806,0.2375134267130825
0.21864142471715187,0.885890069870694,0.6499932151955904
0.887502060431967,0.6786062848128604,0.06726992205751706
0.5409926950578033,0.8205324878530479,0.4959581481861328
0.10188057848565725,0.38401140324109095,0.2561705784276632
0.2090336540091687,0.060148239105414864,0.9883472951584502
0.5061782955576268,0.07259659663255734,0.13577012509799702
0.8043209583851094,0.48315329781461486,0.8514287256716159
0.33269501664297896,0.3719336469623825,0.6819216450883159
0.21758403606268653,0.5161129447987471,0.794350786095855
0.028308324923408686,0.24583650960543615,0.5752466769449964
0.9826361574398693,0.3946273260375894,0.8963231632488042
0.7472287064689433,0.46532706376535543,0.4106985649297381
0.9091526205548296,0.2862547626290659,0.768455322737266
0.810036643774847,0.4429855416109177,0.9796429547187263
0.591548900556302,0.6002501589938104,0.3221666802591587
0.5283189206253569,0.8037625566969514,0.40993803924272604
0.18983297985173034,0.6421981689716022,0.16706468441875816
0.06608100868642362,0.1723922283066574,0.81965835064926
0.45228699285603935,0.8490706452891391,0.22701662317886825
0.6647847028850429,0.7784874816923469,0.7130519996176014
0.6846960392329705,0.755408669906822,0.43888066532570535
0.42147957871015995,0.7415808899533605,0.07299563799476044
0.1764867360565267,0.7681917924199593,0.2077717309046423
0.17304161482521296,0.6036102399568437,0.10876076158744988
0.39990573858737766,0.8864943691017562,0.07624194957774501
0.22152601813582995,0.11979099862213863,0.793660893897697
0.7162433397154091,0.4869989798947103,0.98324077035702
0.7567293646396686,0.5275070005346955,0.32671967954605424
0.8731237875944563,0.598573343879963,0.1862978780686779
0.48462867860809444,0.8910063415857171,0.18458127518903983
0.6830301593668795,0.3475210215246709,0.610162799101577
0.8387718988982058,0.22549159939509353,0.5224979713436181
0.005592811436181054,0.30683071283881846,0.4656870313011928
0.3973940844713466,0.6200902841786182,0.5757209492734678
0.6698533257588112,0.7717184726392345,0.16669625743961414
0.17233089219946637,0.914625701208849,0.135677123750701
0.1255132390925036,0.905779777611066,0.6796178412071043
0.23176920837863096,0.1513649761809649,0.9222400562078716
0.7841468761886352,0.83908259477353,0.37619436077405954
0.13375298400138116,0.7267572070261382,0.3301052790803473
0.6632516615341709,0.9930437494362538,0.41850590161036927
0.01686413237553123,0.5535772109289419,0.7352951927386471
0.9969599210211372,0.004761188720954311,0.27862431522733827
0.1971394722895184,0.027269466177492544,0.3082665539507001
0.8910481652389837,0.17894594299165598,0.9874796064982706
0.03976029098628134,0.10155177000023036,0.8811852352150761
0.9928312376658694,0.9799030008777636,0.7050484867599414
0.3115707040743956,0.9428972215827285,0.5078053103516227
0.4435076815461802,0.9633260068643476,0.6455420682709455
0.5635413705575676,0.4177905509951424,0.2498718597893546
0.43944445136072124,0.7609164986674599,0.7767916225153912
0.4830913766812303,0.7770695743926617,0.1958280482567554
0.7416991268999019,0.42944405670553465,0.9804599382178943
0.354984587338281,0.604087562531018,0.8402893778405964
0.69040027841498,0.5489768078892195,0.9286584103673471
0.42259037699747987,0.20945787911854474,0.033675665547855414
0.02814998416898592,0.4299034978638029,0.8355592632307699
0.3744171002604134,0.48773777975560506,0.3739320578372619
0.7370323985096816,0.265090024788632,0.962032889084516
0.6005740464534421,0.264613562833885,0.1020054128104911
0.24745969405051454,0.8396989453592929,0.3968109518018638
0.8000096002949121,0.5890133463440613,0.4431575015394237
0.8102936634639917,0.8867997759701137,0.9862242684520319
0.7346389385510691,0.37679485607759555,0.824420328280654
0.04463300614058174,0.12697578304355445,0.34234683696191565
0.046238372251140254,0.8879195380773609,0.8515154115271264
0.9888509379079687,0.454504221658456,0.13838425079119096
0.9535228514007743,0.5790837070718585,0.8388116299567059
0.22397916095590542,0.4501303910678661,0.5295646374238789
0.5521182333409503,0.3419630593632465,0.0641570633612836
0.5016003805047007,0.09165801329646546,0.39066599917025413
0.06075152332659545,0.7698372087307275,0.5555025504636629
0.9644473393874352,0.789002865733378,0.23415729048921052
0.6730262972169925,0.03716561373021155,0.4095086714193111
0.9614234453745211,0.7053976564731758,0.7917486634517046
0.7402258720994535,0.2709628560481038,0.20447125509585484
0.916639290162553,0.4387858950788801,0.41555443524189833
0.0552869745770451,0.9026114666315266,0.4331720772833649
0.7330315293105878,0.674068953265025,0.6466677726257222
0.3180230116216478,0.8074562145356518,0.9710218673138115
0.4173187079995005,0.36945753562968825,0.6753933045879135
0.3948701592050664,0.04708794471586156,0.1606203190874433
0.9184954315266884,0.3286520766215883,0.9763496432775842
0.856812103328857,0.6709310459995427,0.78341435603181
0.47330589578322885,0.5748313299278389,0.615220320192159
0.6389243551529536,0.2973838878410197,0.6611659094302487
0.648440567876751,0.4242279507746476,0.048721006630997744
0.1652180859608111,0.23267539467153575,0.2706666822768074
0.22637079871020135,0.6915147890342593,0.48521992044723267
0.288616772574378,0.5447888671906781,0.15004478986439668
0.2389010234547042,0.5676145200007892,0.9120572458403766
0.17170557807079645,0.4432514589428897,0.4580541782761469
0.7570576785258507,0.17166186688679627,0.10230154526603659
0.9478069828244822,0.04423313765282632,0.792039223751214
0.9868597783882619,0.5316770866501571,0.4622547602780464
0.010387337059787016,0.3999798393847663,0.24304753847134544
0.9706906380716666,0.27359844519314674,0.8171532921018175
0.3462969906623104,0.054952848102443226,0.7095889648372744
0.8092475756096257,0.16542661336806735,0.8284163966047366
0.4670471311682199,0.872949479470239,0.49788726598897515
0.31670268234195603,0.006852408734970172,0.710032419686274
0.437433900697332,0.44391168906138784,0.46410092427396393
0.4835864004317369,0.7407673473117196,0.876992674272721
